Authors,Title,Year,Link,Affiliations,Authors with affiliations
"Morais Junior G.S., Souza V.C., Machado-Silva W., Henriques A.D., Avelar G.G., Perez D.I.V., Lima R.M., Silva R.J.S., Brito C.J., Nóbrega O.T.","Resistance Training Modulates the Humoral Inflammatory (but Not the DNA Methylation) Profile of Diabetic Older Adults Using Metformin",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072783346&doi=10.1159%2f000502746&partnerID=40&md5=f096a7f9a64d74a5febafa3a401ab5b6","Medical Faculty, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Programa de Pós-Graduação em Ciências Médicas, Asa Norte, Brasília, DF 70910-900, Brazil; Kinesiology School and Physical Activity and Sports Science Master Program, Universidad Santo Tomás, Puerto Mont, Chile; Physical Education Department, Universidade Federal de Sergipe (UFS), São Cristóvão, Brazil; Physical Education Department, Universidade Federal de Juiz de Fora, Juiz de Fora, Brazil","Morais Junior, G.S., Medical Faculty, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Programa de Pós-Graduação em Ciências Médicas, Asa Norte, Brasília, DF 70910-900, Brazil; Souza, V.C., Medical Faculty, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Programa de Pós-Graduação em Ciências Médicas, Asa Norte, Brasília, DF 70910-900, Brazil; Machado-Silva, W., Medical Faculty, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Programa de Pós-Graduação em Ciências Médicas, Asa Norte, Brasília, DF 70910-900, Brazil; Henriques, A.D., Medical Faculty, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Programa de Pós-Graduação em Ciências Médicas, Asa Norte, Brasília, DF 70910-900, Brazil; Avelar, G.G., Medical Faculty, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Programa de Pós-Graduação em Ciências Médicas, Asa Norte, Brasília, DF 70910-900, Brazil; Perez, D.I.V., Kinesiology School and Physical Activity and Sports Science Master Program, Universidad Santo Tomás, Puerto Mont, Chile; Lima, R.M., Medical Faculty, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Programa de Pós-Graduação em Ciências Médicas, Asa Norte, Brasília, DF 70910-900, Brazil; Silva, R.J.S., Physical Education Department, Universidade Federal de Sergipe (UFS), São Cristóvão, Brazil; Brito, C.J., Physical Education Department, Universidade Federal de Juiz de Fora, Juiz de Fora, Brazil; Nóbrega, O.T., Medical Faculty, Universidade de Brasília, Campus Universitário Darcy Ribeiro, Programa de Pós-Graduação em Ciências Médicas, Asa Norte, Brasília, DF 70910-900, Brazil"
"Gonçalves D.D.S., Ferreira M.D.S., Gomes K.X., Rodríguez-de La Noval C., Liedke S.C., da Costa G.C.V., Albuquerque P., Cortines J.R., Saramago Peralta R.H., Peralta J.M., Casadevall A., Guimarães A.J.","Unravelling the interactions of the environmental host Acanthamoeba castellanii with fungi through the recognition by mannose-binding proteins",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072154225&doi=10.1111%2fcmi.13066&partnerID=40&md5=3a4ecb3752fe6ff4c341c7c5018ee3c9","Department of Microbiology and Parasitology, Biomedical Institute, Fluminense Federal University, Niterói, Brazil; Department of Immunology, Paulo de Góes Microbiology Institute, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Faculty of Ceilândia, University of Brasília, Brasília, Brazil; Department of Virology, Paulo de Góes Microbiology Institute, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; School of Medicine, Department of Pathology, Fluminense Federal University, Niterói, Brazil; Department of Molecular Microbiology and Immunology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States","Gonçalves, D.D.S., Department of Microbiology and Parasitology, Biomedical Institute, Fluminense Federal University, Niterói, Brazil; Ferreira, M.D.S., Department of Immunology, Paulo de Góes Microbiology Institute, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Gomes, K.X., Department of Microbiology and Parasitology, Biomedical Institute, Fluminense Federal University, Niterói, Brazil; Rodríguez-de La Noval, C., Department of Immunology, Paulo de Góes Microbiology Institute, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Liedke, S.C., Department of Immunology, Paulo de Góes Microbiology Institute, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; da Costa, G.C.V., Department of Immunology, Paulo de Góes Microbiology Institute, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Albuquerque, P., Faculty of Ceilândia, University of Brasília, Brasília, Brazil; Cortines, J.R., Department of Virology, Paulo de Góes Microbiology Institute, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Saramago Peralta, R.H., School of Medicine, Department of Pathology, Fluminense Federal University, Niterói, Brazil; Peralta, J.M., Department of Immunology, Paulo de Góes Microbiology Institute, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; Casadevall, A., Department of Molecular Microbiology and Immunology, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, United States; Guimarães, A.J., Department of Microbiology and Parasitology, Biomedical Institute, Fluminense Federal University, Niterói, Brazil"
"Dantas L.O., Breda C.C., da Silva Serrao P.R.M., Aburquerque-Sendín F., Serafim Jorge A.E., Cunha J.E., Barbosa G.M., Durigan J.L.Q., Salvini T.D.F.","Short-term cryotherapy did not substantially reduce pain and had unclear effects on physical function and quality of life in people with knee osteoarthritis: a randomised trial",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071987014&doi=10.1016%2fj.jphys.2019.08.004&partnerID=40&md5=89371c9da0cc351434d241a7d7c1f406","Physical Therapy Department, Federal University of São Carlos, Brazil; Departamento de Ciencias sociosanitarias, Radiología y Medicina física, Universidad de Córdoba, Spain; Instituto Maimónides de Investigación Biomédica de Córdoba, Spain; Physical Therapy Division, University of BrasiliaDistrito Federal, Brazil","Dantas, L.O., Physical Therapy Department, Federal University of São Carlos, Brazil; Breda, C.C., Physical Therapy Department, Federal University of São Carlos, Brazil; da Silva Serrao, P.R.M., Physical Therapy Department, Federal University of São Carlos, Brazil; Aburquerque-Sendín, F., Departamento de Ciencias sociosanitarias, Radiología y Medicina física, Universidad de Córdoba, Spain, Instituto Maimónides de Investigación Biomédica de Córdoba, Spain; Serafim Jorge, A.E., Physical Therapy Department, Federal University of São Carlos, Brazil; Cunha, J.E., Physical Therapy Department, Federal University of São Carlos, Brazil; Barbosa, G.M., Physical Therapy Department, Federal University of São Carlos, Brazil; Durigan, J.L.Q., Physical Therapy Division, University of BrasiliaDistrito Federal, Brazil; Salvini, T.D.F., Physical Therapy Department, Federal University of São Carlos, Brazil"
"Natel A.S., Abdalla A.L., de Araujo R.C., McManus C., Paim T.D.P., de Abdalla Filho A.L., Louvandini P., Nazato C.","Encapsulated nitrate replacing soybean meal changes in vitro ruminal fermentation and methane production in diets differing in concentrate to forage ratio",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070683701&doi=10.1111%2fasj.13251&partnerID=40&md5=a5f7e522b825345a3fc3e3eb8ace6824","Laboratory of Animal Nutrition, Centre for Nuclear Energy in Agriculture, University of São Paulo, Piracicaba, São Paulo, Brazil; Division of Research and Development, GRASP Ind. & Com. LTDA, Curitiba, Paraná, Brazil; Institute of Biology, University of Brasília, Brasília, Distrito Federal, Brazil; Instituto Federal Goiano, Iporá, Goiás, Brazil","Natel, A.S., Laboratory of Animal Nutrition, Centre for Nuclear Energy in Agriculture, University of São Paulo, Piracicaba, São Paulo, Brazil; Abdalla, A.L., Laboratory of Animal Nutrition, Centre for Nuclear Energy in Agriculture, University of São Paulo, Piracicaba, São Paulo, Brazil; de Araujo, R.C., Division of Research and Development, GRASP Ind. & Com. LTDA, Curitiba, Paraná, Brazil; McManus, C., Institute of Biology, University of Brasília, Brasília, Distrito Federal, Brazil; Paim, T.D.P., Instituto Federal Goiano, Iporá, Goiás, Brazil; de Abdalla Filho, A.L., Laboratory of Animal Nutrition, Centre for Nuclear Energy in Agriculture, University of São Paulo, Piracicaba, São Paulo, Brazil; Louvandini, P., Laboratory of Animal Nutrition, Centre for Nuclear Energy in Agriculture, University of São Paulo, Piracicaba, São Paulo, Brazil; Nazato, C., Laboratory of Animal Nutrition, Centre for Nuclear Energy in Agriculture, University of São Paulo, Piracicaba, São Paulo, Brazil"
"Leite C.M.F., Profeta V.L.D.S., Chaves S.F.N., Benine R.P.C., Bottaro M., Ferreira-Júnior J.B.","Does exercise-induced muscle damage impair subsequent motor skill learning?",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069691447&doi=10.1016%2fj.humov.2019.102504&partnerID=40&md5=6af094cce562c0171d4143e71d5f51ee","Federal University of São João del-Rei, São João del-ReiMG  36301-360, Brazil; University of Nebraska, Nebraska Athletic Performance Laboratory, Lincoln, NE  68588-0171, United States; Federal Institute of Sudeste of Minas Gerais, Campus Rio PombaMG, Brazil; University of Brasília, Brasília, DF  70910-900, Brazil","Leite, C.M.F., Federal University of São João del-Rei, São João del-ReiMG  36301-360, Brazil; Profeta, V.L.D.S., University of Nebraska, Nebraska Athletic Performance Laboratory, Lincoln, NE  68588-0171, United States; Chaves, S.F.N., Federal Institute of Sudeste of Minas Gerais, Campus Rio PombaMG, Brazil; Benine, R.P.C., Federal Institute of Sudeste of Minas Gerais, Campus Rio PombaMG, Brazil; Bottaro, M., University of Brasília, Brasília, DF  70910-900, Brazil; Ferreira-Júnior, J.B., Federal Institute of Sudeste of Minas Gerais, Campus Rio PombaMG, Brazil"
"Machado M., Miguel M.P., Terra J.P., Ferreira J.A., Jr., Riet-Correa F., de Castro M.B.","Acute fatal poisoning by spontaneous ingestion of Enterolobium contortisiliquum (Mimosidae) pods in horses",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069669203&doi=10.1016%2fj.toxicon.2019.07.006&partnerID=40&md5=f21bc64636e65544a16286ef07c9bb92","Veterinary Pathology Laboratory, Universidade de Brasília (UnB), Campus Universitário Darcy Ribeiro, Veterinary Teaching Hospital,Via L4 Norte, Sn/, Brasília, Distrito Federal  70636-200, Brazil; Instituto de Patologia Tropical e Saúde Pública, Setor Universitário, UFG, Rua 235 S/n, Goiânia, Goiás, 74605-050, Brazil; Instituto Federal Catarinense, Campus Araquari, Rodovia BR 280 - Km 27 - Cx. Postal 21, Porto Grande, Araquari, SC  89245000, Brazil; Instituto Nacional de Investigación Agropecuaria (INIA), Estación Experimental INIA La Estanzuela, Ruta 50 Km 11, Colonia, Colonia Del Sacramento, Uruguay","Machado, M., Veterinary Pathology Laboratory, Universidade de Brasília (UnB), Campus Universitário Darcy Ribeiro, Veterinary Teaching Hospital,Via L4 Norte, Sn/, Brasília, Distrito Federal  70636-200, Brazil; Miguel, M.P., Instituto de Patologia Tropical e Saúde Pública, Setor Universitário, UFG, Rua 235 S/n, Goiânia, Goiás, 74605-050, Brazil; Terra, J.P., Instituto Federal Catarinense, Campus Araquari, Rodovia BR 280 - Km 27 - Cx. Postal 21, Porto Grande, Araquari, SC  89245000, Brazil; Ferreira, J.A., Jr., Veterinary Pathology Laboratory, Universidade de Brasília (UnB), Campus Universitário Darcy Ribeiro, Veterinary Teaching Hospital,Via L4 Norte, Sn/, Brasília, Distrito Federal  70636-200, Brazil; Riet-Correa, F., Instituto Nacional de Investigación Agropecuaria (INIA), Estación Experimental INIA La Estanzuela, Ruta 50 Km 11, Colonia, Colonia Del Sacramento, Uruguay; de Castro, M.B., Veterinary Pathology Laboratory, Universidade de Brasília (UnB), Campus Universitário Darcy Ribeiro, Veterinary Teaching Hospital,Via L4 Norte, Sn/, Brasília, Distrito Federal  70636-200, Brazil"
"Silva Teixeira E.L., Tjahjono B., Alfaro S.C.A., Wilding R.","Extending the decision-making capabilities in remanufacturing service contracts by using symbiotic simulation",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068216440&doi=10.1016%2fj.compind.2019.06.005&partnerID=40&md5=42f3e91c7783d0ce99538dd84cf39b95","Engenharia Automotiva, Faculdade do Gama, Universidade de Brasília, Brazil; Centre for Business in Society, Coventry University, United Kingdom; Departamento de Engenharia Mecânica, Universidade de Brasília, Brazil; Supply Chain Research Centre, School of Management, Cranfield University, United Kingdom","Silva Teixeira, E.L., Engenharia Automotiva, Faculdade do Gama, Universidade de Brasília, Brazil; Tjahjono, B., Centre for Business in Society, Coventry University, United Kingdom; Alfaro, S.C.A., Departamento de Engenharia Mecânica, Universidade de Brasília, Brazil; Wilding, R., Supply Chain Research Centre, School of Management, Cranfield University, United Kingdom"
"Assumpção R.P., Bahia L.R., da Rosa M.Q.M., Correia M.G., da Silva E.N., Zubiaurre P.R., Mottin C.C., Vianna D.A.","Cost-Utility of Gastric Bypass Surgery Compared to Clinical Treatment for Severely Obese With and Without Diabetes in the Perspective of the Brazilian Public Health System",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067803495&doi=10.1007%2fs11695-019-03957-7&partnerID=40&md5=d651b655c22cd1f4c297e07cc3520ec3","Department of Internal Medicine, State University of Rio de Janeiro, Boulevard 28 de Setembro, 77, 3° andar, Rio de Janeiro, Rio de Janeiro  20551-030, Brazil; Biostatistics and Bioinformatics Department, National Institute of Cardiology, Rio de Janeiro, Brazil; Department of Public Health, University of Brasilia, Centro Metropolitano, conjunto A, lote 01, Brasília, Distrito Federal  72.220-275, Brazil; Center of Morbid Obesity, São Lucas Hospital, Pontifical Catholic University of Rio Grande do Sul, Av. Ipiranga 6690/302, Porto Alegre, Rio Grande do Sul  90610-000, Brazil","Assumpção, R.P., Department of Internal Medicine, State University of Rio de Janeiro, Boulevard 28 de Setembro, 77, 3° andar, Rio de Janeiro, Rio de Janeiro  20551-030, Brazil; Bahia, L.R., Department of Internal Medicine, State University of Rio de Janeiro, Boulevard 28 de Setembro, 77, 3° andar, Rio de Janeiro, Rio de Janeiro  20551-030, Brazil; da Rosa, M.Q.M., Department of Internal Medicine, State University of Rio de Janeiro, Boulevard 28 de Setembro, 77, 3° andar, Rio de Janeiro, Rio de Janeiro  20551-030, Brazil; Correia, M.G., Biostatistics and Bioinformatics Department, National Institute of Cardiology, Rio de Janeiro, Brazil; da Silva, E.N., Department of Public Health, University of Brasilia, Centro Metropolitano, conjunto A, lote 01, Brasília, Distrito Federal  72.220-275, Brazil; Zubiaurre, P.R., Center of Morbid Obesity, São Lucas Hospital, Pontifical Catholic University of Rio Grande do Sul, Av. Ipiranga 6690/302, Porto Alegre, Rio Grande do Sul  90610-000, Brazil; Mottin, C.C., Center of Morbid Obesity, São Lucas Hospital, Pontifical Catholic University of Rio Grande do Sul, Av. Ipiranga 6690/302, Porto Alegre, Rio Grande do Sul  90610-000, Brazil; Vianna, D.A., Department of Internal Medicine, State University of Rio de Janeiro, Boulevard 28 de Setembro, 77, 3° andar, Rio de Janeiro, Rio de Janeiro  20551-030, Brazil"
"Zhu X., Balakrishnan N., Saulo H.","On the existence and uniqueness of the maximum likelihood estimates of parameters of Laplace Birnbaum–Saunders distribution based on Type-I, Type-II and hybrid censored samples",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060971811&doi=10.1007%2fs00184-019-00707-8&partnerID=40&md5=7b38249cb2638a4cd4c12dc8bc5f0848","Department of Mathematical Sciences, Xi’an Jiaotong-Liverpool University, Suzhou, 215123, China; Department of Mathematics and Statistics, McMaster University, Hamilton, ON  L8S 4K1, Canada; Department of Statistics, University of Brasilia, Brasília, 70910-900, Brazil","Zhu, X., Department of Mathematical Sciences, Xi’an Jiaotong-Liverpool University, Suzhou, 215123, China; Balakrishnan, N., Department of Mathematics and Statistics, McMaster University, Hamilton, ON  L8S 4K1, Canada; Saulo, H., Department of Statistics, University of Brasilia, Brasília, 70910-900, Brazil"
"Dos Santos Mendonça A., Franco M.M., De Oliveira Carvalho J., MacHado G.M., Dode M.A.N.","DNA Methylation of the Insulin-Like Growth Factor 2-Imprinted Gene in Trophoblast Cells of Elongated Bovine Embryo: Effects of the in Vitro Culture",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073108052&doi=10.1089%2fcell.2019.0041&partnerID=40&md5=3a814a2bd9b675ee28728d4565c949ec","Federal Institute of Education, Science and Technology of Triângulo Mineiro, Uberaba Parque Tecnológico Campus, Uberaba, Brazil; Laboratory of Animal Reproduction, Embrapa Genetic Resources and Biotechnology, Parque Estação Biológica, Av. W5 Norte (final), Brasília, DF, 70770.917, Brazil; Institute of Biotechnology, Federal University of Uberlândia, Uberlândia, Brazil; Faculty of Veterinary Medicine, Federal University of Uberlândia, Uberlândia, Brazil; Department of Veterinary Medicine, Federal University of Espírito Santo, Alegre, Brazil; School of Agriculture and Veterinary, University of Brasília, Brasília, Brazil; Institute of Biology, University of Brasília, Brasília, Brazil","Dos Santos Mendonça, A., Federal Institute of Education, Science and Technology of Triângulo Mineiro, Uberaba Parque Tecnológico Campus, Uberaba, Brazil; Franco, M.M., Laboratory of Animal Reproduction, Embrapa Genetic Resources and Biotechnology, Parque Estação Biológica, Av. W5 Norte (final), Brasília, DF, 70770.917, Brazil, Institute of Biotechnology, Federal University of Uberlândia, Uberlândia, Brazil, Faculty of Veterinary Medicine, Federal University of Uberlândia, Uberlândia, Brazil; De Oliveira Carvalho, J., Department of Veterinary Medicine, Federal University of Espírito Santo, Alegre, Brazil; MacHado, G.M., School of Agriculture and Veterinary, University of Brasília, Brasília, Brazil; Dode, M.A.N., Laboratory of Animal Reproduction, Embrapa Genetic Resources and Biotechnology, Parque Estação Biológica, Av. W5 Norte (final), Brasília, DF, 70770.917, Brazil, School of Agriculture and Veterinary, University of Brasília, Brasília, Brazil, Institute of Biology, University of Brasília, Brasília, Brazil"
"Pati J.K., Poelchau M.H., Reimold W.U., Nakamura N., Kuriyama Y., Singh A.K.","Documentation of shock features in impactites from the Dhala impact structure, India",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070679235&doi=10.1111%2fmaps.13369&partnerID=40&md5=a4ac9ac99cb5e27a83718e4b897ff918","Department of Earth and Planetary Sciences, Nehru Science Centre, University of Allahabad, Allahabad, 211 002, India; National Center of Experimental Mineralogy and Petrology, University of Allahabad, 14 Chatham Lines, Allahabad, 211 002, India; Institute of Earth and Environmental Science-Geology, Albert-Ludwigs-Universität Freiburg, Albertstraße 23-B, Freiburg, D-79104, Germany; Museum für Naturkunde - Leibniz Institute for Evolution and Biodiversity Science, Invalidenstraße 43, Berlin, 10115, Germany; Laboratory of Geochronology, Instituto de Geociências, Universidade de Brasília, Brasília, DF  CEP 70910 900, Brazil; Department of Earth Science, Tohoku University, 6-3 Aoba, Aramaki, Sendai, 980-8578, Japan; Institute for Excellence in Higher Education, Tohoku University, 42 Kawauchi, Sendai, 980-8576, Japan","Pati, J.K., Department of Earth and Planetary Sciences, Nehru Science Centre, University of Allahabad, Allahabad, 211 002, India, National Center of Experimental Mineralogy and Petrology, University of Allahabad, 14 Chatham Lines, Allahabad, 211 002, India; Poelchau, M.H., Institute of Earth and Environmental Science-Geology, Albert-Ludwigs-Universität Freiburg, Albertstraße 23-B, Freiburg, D-79104, Germany; Reimold, W.U., Museum für Naturkunde - Leibniz Institute for Evolution and Biodiversity Science, Invalidenstraße 43, Berlin, 10115, Germany, Laboratory of Geochronology, Instituto de Geociências, Universidade de Brasília, Brasília, DF  CEP 70910 900, Brazil; Nakamura, N., Department of Earth Science, Tohoku University, 6-3 Aoba, Aramaki, Sendai, 980-8578, Japan, Institute for Excellence in Higher Education, Tohoku University, 42 Kawauchi, Sendai, 980-8576, Japan; Kuriyama, Y., Department of Earth Science, Tohoku University, 6-3 Aoba, Aramaki, Sendai, 980-8578, Japan; Singh, A.K., Department of Earth and Planetary Sciences, Nehru Science Centre, University of Allahabad, Allahabad, 211 002, India"
"Ortiz A., Suzaño N., Hauser N., Becchio R., Nieves A.","New hints on the evolution of the Eastern Magmatic Belt, Puna Argentina. SW Gondwana margin: Zircon U-Pb ages and Hf isotopes in the Pachamama Igneous-Metamorphic Complex",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068163329&doi=10.1016%2fj.jsames.2019.102246&partnerID=40&md5=bd9a54de9bb2c21ca931158c1b809220","IBIGEO – CONICET – Universidad Nacional de Salta, Av. Bolivia 5150, Salta, A4400FVY, Argentina; Universidad Nacional de Jujuy, Av. Bolivia 1239, S. S. de Jujuy, 4600, Argentina; La. Te. Andes S. A. – CONICET, Las Moreras 510, Vaqueros, Salta, A4401XBA, Argentina; Laboratório de Geocronologia, Instituto de Geociências, Universidade de Brasília, Brasília, DF  70910 900, Brazil","Ortiz, A., IBIGEO – CONICET – Universidad Nacional de Salta, Av. Bolivia 5150, Salta, A4400FVY, Argentina, Laboratório de Geocronologia, Instituto de Geociências, Universidade de Brasília, Brasília, DF  70910 900, Brazil; Suzaño, N., Universidad Nacional de Jujuy, Av. Bolivia 1239, S. S. de Jujuy, 4600, Argentina; Hauser, N., Laboratório de Geocronologia, Instituto de Geociências, Universidade de Brasília, Brasília, DF  70910 900, Brazil; Becchio, R., La. Te. Andes S. A. – CONICET, Las Moreras 510, Vaqueros, Salta, A4401XBA, Argentina; Nieves, A., IBIGEO – CONICET – Universidad Nacional de Salta, Av. Bolivia 5150, Salta, A4400FVY, Argentina"
"Cardoso M.H., Santos V.P.M., Costa B.O., Buccini D.F., Rezende S.B., Porto W.F., Santos M.J., Silva O.N., Ribeiro S.M., Franco O.L.","A short peptide with selective anti-biofilm activity against Pseudomonas aeruginosa and Klebsiella pneumoniae carbapenemase-producing bacteria",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068033648&doi=10.1016%2fj.micpath.2019.103605&partnerID=40&md5=42fa144d5b735fda031d565f91e76484","S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil; Centro de Análises de Proteômicas e Bioquímicas, Programa de Pós-Graduação em Ciências Genômicas e Biotecnologia, Universidade Católica de Brasília, Brasília, DF, Brazil; Programa de Pós-Graduação em Patologia Molecular, Faculdade de Medicina, Universidade de Brasília, Brasília, DF, Brazil; Porto Reports, Brasília, DF, Brazil; Programa de Pós-Graduação em Ciências da Saúde, Universidade Federal da Grande Dourados, Dourados, Brazil","Cardoso, M.H., S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil, Centro de Análises de Proteômicas e Bioquímicas, Programa de Pós-Graduação em Ciências Genômicas e Biotecnologia, Universidade Católica de Brasília, Brasília, DF, Brazil, Programa de Pós-Graduação em Patologia Molecular, Faculdade de Medicina, Universidade de Brasília, Brasília, DF, Brazil; Santos, V.P.M., S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil; Costa, B.O., S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil; Buccini, D.F., S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil; Rezende, S.B., S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil; Porto, W.F., S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil, Porto Reports, Brasília, DF, Brazil; Santos, M.J., S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil; Silva, O.N., S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil; Ribeiro, S.M., Programa de Pós-Graduação em Ciências da Saúde, Universidade Federal da Grande Dourados, Dourados, Brazil; Franco, O.L., S-inova Biotech, Programa de Pós-Graduação em Biotecnologia, Universidade Católica Dom Bosco, Campo Grande, MS, Brazil, Centro de Análises de Proteômicas e Bioquímicas, Programa de Pós-Graduação em Ciências Genômicas e Biotecnologia, Universidade Católica de Brasília, Brasília, DF, Brazil, Programa de Pós-Graduação em Patologia Molecular, Faculdade de Medicina, Universidade de Brasília, Brasília, DF, Brazil"
"Villela J.G.A., Ritschel P., Barbosa M.A.G., Baccin K.M.S., Rossato M., Maia J.D.G., Ferreira M.A.S.V.","Detection of Xanthomonas citri pv. viticola on grapevine by real-time PCR and BIO-PCR using primers designed from pathogenicity and xanthomonadin gene sequences",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067303103&doi=10.1007%2fs10658-019-01779-y&partnerID=40&md5=20b9f2e01d6d0edab156d7b18c60294f","Departamento de Fitopatologia, Universidade de Brasília, Brasília, DF, Brazil; Embrapa Uva e Vinho, Bento Gonçalves, RS, Brazil; Embrapa Semiárido, Petrolina, PE, Brazil; Universidade de Caxias do Sul, Caxias do Sul, RS, Brazil; Embrapa Uva e Vinho, EVT, Jales, SP, Brazil","Villela, J.G.A., Departamento de Fitopatologia, Universidade de Brasília, Brasília, DF, Brazil; Ritschel, P., Embrapa Uva e Vinho, Bento Gonçalves, RS, Brazil; Barbosa, M.A.G., Embrapa Semiárido, Petrolina, PE, Brazil; Baccin, K.M.S., Embrapa Uva e Vinho, Bento Gonçalves, RS, Brazil, Universidade de Caxias do Sul, Caxias do Sul, RS, Brazil; Rossato, M., Departamento de Fitopatologia, Universidade de Brasília, Brasília, DF, Brazil; Maia, J.D.G., Embrapa Uva e Vinho, EVT, Jales, SP, Brazil; Ferreira, M.A.S.V., Departamento de Fitopatologia, Universidade de Brasília, Brasília, DF, Brazil"
"Vasconcelos M.A.R., Rocha F.F., Crósta A.P., Wünnemann K., Güldemeister N., Leite E.P., Ferreira J.C., Reimold W.U.","Insights about the formation of a complex impact structure formed in basalt from numerical modeling: The Vista Alegre structure, southern Brazil",2019,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065828186&doi=10.1111%2fmaps.13298&partnerID=40&md5=1d8ba136443f48ee986be27c4cf54637","Department of Geophysics, Instituto de Geociências, Universidade Federal da Bahia, Salvador, Brazil; Instituto de Geociências, Universidade Estadual de Campinas, R. Carlos Gomes 250, Campinas, Sao Paulo  13083-855, Brazil; Museum für Naturkunde—Leibniz-Institute for Evolution and Biodiversity Science, Invalidenstrasse 43, Berlin, 10115, Germany; Institute of Geological Sciences, Freie Universität Berlin, Berlin, Germany; Laboratory of Geochronology, Instituto de Geociências, Universidade de Brasília, Federal District, Brasília, 10910-900, Brazil","Vasconcelos, M.A.R., Department of Geophysics, Instituto de Geociências, Universidade Federal da Bahia, Salvador, Brazil; Rocha, F.F., Department of Geophysics, Instituto de Geociências, Universidade Federal da Bahia, Salvador, Brazil; Crósta, A.P., Instituto de Geociências, Universidade Estadual de Campinas, R. Carlos Gomes 250, Campinas, Sao Paulo  13083-855, Brazil; Wünnemann, K., Museum für Naturkunde—Leibniz-Institute for Evolution and Biodiversity Science, Invalidenstrasse 43, Berlin, 10115, Germany, Institute of Geological Sciences, Freie Universität Berlin, Berlin, Germany; Güldemeister, N., Museum für Naturkunde—Leibniz-Institute for Evolution and Biodiversity Science, Invalidenstrasse 43, Berlin, 10115, Germany; Leite, E.P., Instituto de Geociências, Universidade Estadual de Campinas, R. Carlos Gomes 250, Campinas, Sao Paulo  13083-855, Brazil; Ferreira, J.C., Instituto de Geociências, Universidade Estadual de Campinas, R. Carlos Gomes 250, Campinas, Sao Paulo  13083-855, Brazil; Reimold, W.U., Museum für Naturkunde—Leibniz-Institute for Evolution and Biodiversity Science, Invalidenstrasse 43, Berlin, 10115, Germany, Laboratory of Geochronology, Instituto de Geociências, Universidade de Brasília, Federal District, Brasília, 10910-900, Brazil"
